정규화,analyzer,ngram,min_df,sublinear,max_features,C,class_weight,피처수,Val_MacroF1
False,char,"(2, 4)",1,False,100000,0.1,balanced,58035,0.8378922672458675
False,char,"(2, 4)",1,False,0,0.1,balanced,58035,0.8378922672458675
True,char_wb,"(2, 4)",3,False,100000,1.0,none,6929,0.8376354477273817
True,char_wb,"(2, 4)",3,False,0,1.0,none,6929,0.8376354477273817
True,char_wb,"(3, 5)",2,False,0,0.1,balanced,10621,0.8375587659112563
True,char_wb,"(3, 5)",2,False,100000,0.1,balanced,10621,0.8375587659112563
True,char,"(2, 3)",3,False,0,0.1,balanced,5674,0.8375411821692045
True,char,"(2, 3)",3,True,0,0.1,balanced,5674,0.8375411821692045
True,char,"(2, 3)",3,True,100000,0.1,balanced,5674,0.8375411821692045
True,char,"(2, 3)",3,False,100000,0.1,balanced,5674,0.8375411821692045
True,char_wb,"(2, 3)",2,True,0,3.0,none,8406,0.837325447661365
True,char_wb,"(2, 3)",2,True,100000,3.0,none,8406,0.837325447661365
False,char,"(2, 3)",2,False,100000,10.0,balanced,10526,0.837303065653446
False,char,"(2, 3)",2,False,0,10.0,balanced,10526,0.837303065653446
True,char_wb,"(2, 3)",2,False,100000,0.1,balanced,8406,0.8372317941554993
True,char_wb,"(2, 3)",2,False,0,0.1,balanced,8406,0.8372317941554993
True,char_wb,"(2, 3)",2,True,0,0.1,balanced,8406,0.8372317941554993
True,char_wb,"(2, 3)",2,True,100000,0.1,balanced,8406,0.8372317941554993
False,char,"(2, 3)",3,True,100000,0.1,balanced,6222,0.8371673577069034
False,char,"(2, 3)",3,True,0,0.1,balanced,6222,0.8371673577069034
False,char_wb,"(2, 5)",3,True,100000,3.0,balanced,8758,0.8371112255914622
False,char_wb,"(2, 5)",3,True,0,3.0,balanced,8758,0.8371112255914622
True,char_wb,"(2, 3)",3,False,0,1.0,none,5165,0.836933815357054
True,char_wb,"(2, 3)",3,False,100000,1.0,none,5165,0.836933815357054
False,char,"(2, 3)",2,True,0,3.0,balanced,10526,0.8368499686796741
False,char,"(2, 3)",2,True,100000,3.0,balanced,10526,0.8368499686796741
False,char_wb,"(2, 4)",2,False,0,0.3,balanced,13220,0.836588181783482
False,char_wb,"(2, 4)",2,False,100000,0.3,balanced,13220,0.836588181783482
True,char,"(2, 3)",1,False,100000,0.3,balanced,26402,0.8364748754869947
True,char,"(2, 3)",1,False,0,0.3,balanced,26402,0.8364748754869947
False,char,"(2, 4)",1,True,0,0.1,balanced,58035,0.8363314960183476
False,char,"(2, 4)",1,True,100000,0.1,balanced,58035,0.8363314960183476
True,char_wb,"(2, 4)",3,True,0,1.0,none,6929,0.8362256150549123
True,char_wb,"(2, 4)",3,True,100000,1.0,none,6929,0.8362256150549123
False,char_wb,"(2, 3)",2,True,100000,3.0,balanced,9187,0.8361493480986777
False,char_wb,"(2, 3)",2,True,0,3.0,balanced,9187,0.8361493480986777
True,char_wb,"(2, 3)",3,True,0,1.0,none,5165,0.8360118589253739
True,char_wb,"(2, 3)",3,True,100000,1.0,none,5165,0.8360118589253739
