분류기,표현순위,입력,analyzer,ngram,min_df,max_df,sublinear,use_idf,설정,CV_MacroF1,CV_std
LogReg(다항),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.713532578723649,0.027847663713268536
LogReg(다항),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7133881490810285,0.027420307877100217
LogReg(다항),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7133881490810285,0.027420307877100217
LinearSVC,1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7121519399560077,0.02707613966339888
LinearSVC,2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7121519399560077,0.02707613966339888
LinearSVC,3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 0.3, 'class_weight': None}",0.7103063005340943,0.02045165242751219
LinearSVC,4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 0.3, 'class_weight': None}",0.7103063005340943,0.02045165242751219
LogReg(OvR),9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 10.0, 'class_weight': 'balanced'}",0.7097307589484634,0.020659470834662623
LogReg(OvR),10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 10.0, 'class_weight': 'balanced'}",0.7097307589484634,0.020659470834662623
LinearSVC,5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 0.3, 'class_weight': None}",0.7080942241028831,0.0206578765477218
LinearSVC,6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 0.3, 'class_weight': None}",0.7080942241028831,0.0206578765477218
LogReg(OvR),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7080027929469198,0.02385511016594332
LogReg(OvR),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7080027929469198,0.02385511016594332
LogReg(OvR),3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7077882312452728,0.026871534606138406
LogReg(OvR),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7077882312452728,0.026871534606138406
LogReg(다항),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7074974155503939,0.02766138714944756
LogReg(다항),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7074974155503939,0.02766138714944756
LogReg(OvR),10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 30.0, 'class_weight': None}",0.7074143139807864,0.01742778240505096
LogReg(OvR),9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 30.0, 'class_weight': None}",0.7074143139807864,0.01742778240505096
LogReg(다항),9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 30.0, 'class_weight': 'balanced'}",0.7073979840874557,0.02049121326034474
LogReg(다항),10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 30.0, 'class_weight': 'balanced'}",0.7073979840874557,0.02049121326034474
LogReg(OvR),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7069088495471849,0.027355835403987953
LogReg(OvR),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7069088495471849,0.027355835403987953
LogReg(다항),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7068887848543717,0.02831983669909278
LogReg(다항),3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7068887848543717,0.02831983669909278
LogReg(OvR),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 10.0, 'class_weight': None}",0.7067015806680639,0.023567958552876744
LogReg(OvR),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 10.0, 'class_weight': None}",0.7067015806680639,0.023567958552876744
LogReg(OvR),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7060396393374742,0.02756941837297306
LogReg(OvR),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 1.0, 'class_weight': 'balanced'}",0.7060396393374742,0.02756941837297306
LogReg(OvR),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 10.0, 'class_weight': None}",0.7058209732785666,0.02426735281068162
LogReg(OvR),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 10.0, 'class_weight': None}",0.7058209732785666,0.02426735281068162
ComplementNB,9,title,char,"(2, 3)",1,1.0,True,False,"{'alpha': 0.05, 'norm': True}",0.7056821337113643,0.021373671914598415
