입력,analyzer,ngram,min_df,max_df,sublinear,use_idf,CV_MacroF1,CV_std
title,char,"(2, 4)",3,0.9,False,True,0.710216512980043,0.027435133457253024
title,char,"(2, 4)",3,1.0,False,True,0.710216512980043,0.027435133457253024
title,char_wb,"(2, 3)",3,0.9,True,True,0.7096186736205279,0.023071078264754113
title,char_wb,"(2, 3)",3,1.0,True,True,0.7096186736205279,0.023071078264754113
title,char_wb,"(2, 3)",3,1.0,False,True,0.7092475040947868,0.023408196011838772
title,char_wb,"(2, 3)",3,0.9,False,True,0.7092475040947868,0.023408196011838772
title,char,"(2, 5)",2,1.0,False,True,0.7085951836592559,0.020223635185931597
title,char,"(2, 5)",2,0.9,False,True,0.7085951836592559,0.020223635185931597
instt_title,char,"(2, 3)",1,1.0,False,True,0.708390385022836,0.015080463505720178
instt_title,char,"(2, 3)",1,0.9,False,True,0.708390385022836,0.015080463505720178
title,char_wb,"(2, 4)",2,1.0,True,False,0.7083694502933096,0.019776681453762886
title,char_wb,"(2, 4)",2,0.9,True,False,0.7083694502933096,0.019776681453762886
title,char,"(2, 5)",2,1.0,True,True,0.7083175792504586,0.02004537642184832
title,char,"(2, 5)",2,0.9,True,True,0.7083175792504586,0.02004537642184832
title,char,"(2, 5)",1,0.9,True,False,0.7073752959532704,0.0212285052907398
title,char,"(2, 5)",1,1.0,True,False,0.7073752959532704,0.0212285052907398
instt_title,char_wb,"(2, 3)",1,1.0,False,True,0.7073285424746588,0.017645964007558735
instt_title,char_wb,"(2, 3)",1,0.9,False,True,0.7073285424746588,0.017645964007558735
title,char_wb,"(2, 4)",2,0.9,False,False,0.7073280246985696,0.022099666282503348
title,char_wb,"(2, 4)",2,1.0,False,False,0.7073280246985696,0.022099666282503348
title,char_wb,"(2, 5)",2,1.0,False,True,0.7071553581830171,0.02532758954861282
title,char_wb,"(2, 5)",2,0.9,False,True,0.7071553581830171,0.02532758954861282
title,char_wb,"(2, 5)",2,1.0,True,True,0.7068483898724548,0.023657858374825723
title,char_wb,"(2, 5)",2,0.9,True,True,0.7068483898724548,0.023657858374825723
title,char_wb,"(2, 4)",3,0.9,True,True,0.70634539156201,0.020974694095096245
title,char_wb,"(2, 4)",3,1.0,True,True,0.70634539156201,0.020974694095096245
title,char,"(2, 5)",3,0.9,True,True,0.7061009269521759,0.024428498241054957
title,char,"(2, 5)",3,1.0,True,True,0.7061009269521759,0.024428498241054957
title,char,"(2, 5)",3,1.0,False,True,0.7057089986147701,0.023936256285523674
title,char,"(2, 5)",3,0.9,False,True,0.7057089986147701,0.023936256285523674
title,char,"(2, 5)",1,1.0,False,False,0.7056460455371221,0.021824080135505394
title,char,"(2, 5)",1,0.9,False,False,0.7056460455371221,0.021824080135505394
title,char_wb,"(2, 4)",3,0.9,False,True,0.7052214589535014,0.021314615982146932
title,char_wb,"(2, 4)",3,1.0,False,True,0.7052214589535014,0.021314615982146932
title,char_wb,"(2, 5)",2,0.9,True,False,0.7042134117227985,0.01793559355660764
title,char_wb,"(2, 5)",2,1.0,True,False,0.7042134117227985,0.01793559355660764
title,char_wb,"(2, 5)",2,1.0,False,False,0.7040783181232407,0.019422823806484857
title,char_wb,"(2, 5)",2,0.9,False,False,0.7040783181232407,0.019422823806484857
instt_title,char,"(2, 3)",2,0.9,True,True,0.7027854889714193,0.01895986947057251
instt_title,char,"(2, 3)",2,1.0,True,True,0.7027854889714193,0.01895986947057251
instt_title,char_wb,"(2, 3)",2,0.9,True,True,0.7027574966802896,0.021706784094498364
instt_title,char_wb,"(2, 3)",2,1.0,True,True,0.7027574966802896,0.021706784094498364
title,char,"(2, 3)",3,1.0,True,False,0.702388378144509,0.022337441509168495
title,char,"(2, 3)",3,0.9,True,False,0.702388378144509,0.022337441509168495
title,char,"(2, 4)",2,1.0,False,False,0.7023605997652286,0.021650172037355534
title,char,"(2, 4)",2,0.9,False,False,0.7023605997652286,0.021650172037355534
instt_title,char_wb,"(2, 3)",3,0.9,True,True,0.7021495433828753,0.022083114379097133
instt_title,char_wb,"(2, 3)",3,1.0,True,True,0.7021495433828753,0.022083114379097133
title,char,"(2, 4)",2,0.9,True,False,0.7020784354434589,0.022940655096572456
title,char,"(2, 4)",2,1.0,True,False,0.7020784354434589,0.022940655096572456
title,char_wb,"(2, 3)",3,1.0,False,False,0.7013157468449416,0.028763710216223648
title,char_wb,"(2, 3)",3,0.9,False,False,0.7013157468449416,0.028763710216223648
title,char_wb,"(2, 3)",3,0.9,True,False,0.7011025564123725,0.028114873194696317
title,char_wb,"(2, 3)",3,1.0,True,False,0.7011025564123725,0.028114873194696317
title,char,"(2, 3)",3,0.9,False,False,0.7006809047849722,0.022714204906010588
title,char,"(2, 3)",3,1.0,False,False,0.7006809047849722,0.022714204906010588
title,char_wb,"(2, 5)",3,0.9,True,True,0.7002947025277647,0.02191681806743356
title,char_wb,"(2, 5)",3,1.0,True,True,0.7002947025277647,0.02191681806743356
instt_title,char_wb,"(2, 4)",1,0.9,True,True,0.7001392965794359,0.018274076843577597
instt_title,char_wb,"(2, 4)",1,1.0,True,True,0.7001392965794359,0.018274076843577597
instt_title,char,"(2, 3)",3,1.0,True,True,0.6999668493751317,0.022784235112930797
instt_title,char,"(2, 3)",3,0.9,True,True,0.6999668493751317,0.022784235112930797
title,char_wb,"(2, 5)",3,0.9,False,True,0.6992118103677373,0.02312229164168819
title,char_wb,"(2, 5)",3,1.0,False,True,0.6992118103677373,0.02312229164168819
instt_title,char,"(2, 3)",2,0.9,False,True,0.6956970790126908,0.016955819704092583
instt_title,char,"(2, 3)",2,1.0,False,True,0.6956970790126908,0.016955819704092583
title,char,"(2, 5)",2,0.9,True,False,0.695580558004321,0.02452171944369587
title,char,"(2, 5)",2,1.0,True,False,0.695580558004321,0.02452171944369587
title,char_wb,"(3, 5)",1,0.9,True,True,0.6952039980692211,0.020838326775985898
title,char_wb,"(3, 5)",1,1.0,True,True,0.6952039980692211,0.020838326775985898
title,char_wb,"(3, 5)",1,0.9,False,True,0.695161915817201,0.0204978952590804
title,char_wb,"(3, 5)",1,1.0,False,True,0.695161915817201,0.0204978952590804
instt_title,char_wb,"(2, 3)",2,0.9,False,True,0.6949509078127933,0.01906768481177027
instt_title,char_wb,"(2, 3)",2,1.0,False,True,0.6949509078127933,0.01906768481177027
instt_title,char,"(2, 3)",3,0.9,False,True,0.6946913489682925,0.02497245721307279
instt_title,char,"(2, 3)",3,1.0,False,True,0.6946913489682925,0.02497245721307279
instt_title,char,"(2, 3)",1,1.0,True,False,0.6946781330976151,0.02019815650772646
instt_title,char,"(2, 3)",1,0.9,True,False,0.6946781330976151,0.02019815650772646
instt_title,char_wb,"(2, 3)",1,1.0,True,False,0.6943056482603742,0.025264140152804152
instt_title,char_wb,"(2, 3)",1,0.9,True,False,0.6943056482603742,0.025264140152804152
title,char,"(2, 5)",2,0.9,False,False,0.6941276042906088,0.02403719946107864
title,char,"(2, 5)",2,1.0,False,False,0.6941276042906088,0.02403719946107864
instt_title,char,"(2, 3)",2,1.0,True,False,0.6939744978397213,0.022506487399402923
instt_title,char,"(2, 3)",2,0.9,True,False,0.6939744978397213,0.022506487399402923
title,char_wb,"(2, 4)",3,0.9,False,False,0.6938253183391279,0.029330492054394974
title,char_wb,"(2, 4)",3,1.0,False,False,0.6938253183391279,0.029330492054394974
instt_title,char,"(2, 4)",1,1.0,True,True,0.6934154365250733,0.014759301784891212
instt_title,char,"(2, 4)",1,0.9,True,True,0.6934154365250733,0.014759301784891212
instt_title,char_wb,"(2, 3)",2,1.0,True,False,0.6931116993170947,0.02870192040127212
instt_title,char_wb,"(2, 3)",2,0.9,True,False,0.6931116993170947,0.02870192040127212
instt_title,char_wb,"(2, 3)",3,0.9,False,True,0.692807539123339,0.02151820996815313
instt_title,char_wb,"(2, 3)",3,1.0,False,True,0.692807539123339,0.02151820996815313
title,char_wb,"(2, 4)",3,1.0,True,False,0.6924424037144946,0.0269173637957632
title,char_wb,"(2, 4)",3,0.9,True,False,0.6924424037144946,0.0269173637957632
instt_title,char_wb,"(2, 4)",1,1.0,False,True,0.6920544979585989,0.018300842942821083
instt_title,char_wb,"(2, 4)",1,0.9,False,True,0.6920544979585989,0.018300842942821083
instt_title,char,"(2, 3)",1,0.9,False,False,0.6908197962240765,0.020378192813707667
instt_title,char,"(2, 3)",1,1.0,False,False,0.6908197962240765,0.020378192813707667
instt_title,char,"(2, 4)",1,0.9,False,True,0.6901414576533073,0.013936414885554025
instt_title,char,"(2, 4)",1,1.0,False,True,0.6901414576533073,0.013936414885554025
instt_title,char_wb,"(2, 3)",1,0.9,False,False,0.6900517520113782,0.01944465576734328
instt_title,char_wb,"(2, 3)",1,1.0,False,False,0.6900517520113782,0.01944465576734328
instt_title,char,"(2, 4)",2,0.9,True,True,0.6896852752769402,0.017432951376523616
instt_title,char,"(2, 4)",2,1.0,True,True,0.6896852752769402,0.017432951376523616
title,char,"(2, 4)",3,0.9,False,False,0.6896505118906715,0.02456944052237447
title,char,"(2, 4)",3,1.0,False,False,0.6896505118906715,0.02456944052237447
title,char,"(2, 4)",3,1.0,True,False,0.6896119197786756,0.02418075445736113
title,char,"(2, 4)",3,0.9,True,False,0.6896119197786756,0.02418075445736113
title,char,"(3, 5)",1,0.9,True,True,0.6895963573922419,0.019678722701063908
title,char,"(3, 5)",1,1.0,True,True,0.6895963573922419,0.019678722701063908
title,char,"(3, 5)",1,1.0,False,True,0.6891539362041406,0.02010396216111928
title,char,"(3, 5)",1,0.9,False,True,0.6891539362041406,0.02010396216111928
instt_title,char_wb,"(2, 5)",1,1.0,True,True,0.6885571340308644,0.019879545680981422
instt_title,char_wb,"(2, 5)",1,0.9,True,True,0.6885571340308644,0.019879545680981422
title,char_wb,"(2, 5)",3,0.9,False,False,0.6884800186461237,0.028518959643617264
title,char_wb,"(2, 5)",3,1.0,False,False,0.6884800186461237,0.028518959643617264
instt_title,char,"(2, 3)",2,1.0,False,False,0.6882622441295445,0.020788696277383948
instt_title,char,"(2, 3)",2,0.9,False,False,0.6882622441295445,0.020788696277383948
instt_title,char_wb,"(2, 4)",2,0.9,True,True,0.6878465546126679,0.020070556238622507
instt_title,char_wb,"(2, 4)",2,1.0,True,True,0.6878465546126679,0.020070556238622507
